ID,Age,CustomerSince,HighestSpend,ZipCode,HiddenScore,MonthlyAverageSpend,Level
2876,58,33,18,94402,3,0.1,2
2877,24,-2,80,91107,2,1.6,3
2878,58,32,74,95817,2,2.3,3
2879,45,19,122,94590,4,4.1,2
2880,42,15,73,94545,3,2.33,2
2881,64,40,40,96064,2,1.1,1
2882,49,25,55,92103,4,0.1,3
2883,55,31,69,90089,1,2.7,2
2884,40,14,92,90024,4,1.4,2
2885,28,2,48,93943,4,2.1,3
2886,57,31,113,91711,4,0.6,3
2887,50,25,58,93940,1,1.3,2
2888,40,16,109,94025,2,2.2,1
2889,55,28,39,94542,3,1,2
2890,53,29,33,94591,3,1.9,2
2891,48,24,18,94304,4,0.2,1
2892,59,33,63,90044,1,1.6,1
2893,58,32,43,92093,1,2.8,2
2894,38,14,70,94022,4,2,3
2895,49,25,19,94545,1,0.9,3
2896,60,36,39,94501,4,1.3,2
2897,54,28,81,94720,3,0.8,1
2898,28,2,34,92161,4,1.3,3
2899,27,1,140,91711,1,5.9,2
2900,42,18,114,94305,1,0.3,1
2901,52,28,55,91320,2,3.2,3
2902,54,30,21,95351,1,0.1,2
2903,56,30,50,94022,4,2.8,2
2904,58,34,41,95833,3,1.5,1
2905,56,32,190,90032,3,2.2,1
2906,64,40,8,94110,2,0.3,3
2907,35,8,55,92870,2,1.67,2
2908,45,20,40,91763,2,1.3,1
2909,57,32,22,95616,3,0.1,2
2910,35,8,44,94590,2,1.67,2
2911,46,22,102,95039,3,4.5,3
2912,30,4,54,93033,4,1.8,3
2913,44,20,130,90291,4,3.2,2
2914,39,12,75,94501,3,2.33,2
2915,42,18,42,95929,2,1.7,1
2916,34,9,133,92110,1,3.8,1
2917,46,20,40,92037,1,1.2,2
2918,55,31,34,94305,3,1.5,1
2919,28,3,142,93727,1,0.8,1
2920,35,10,64,94542,3,2.3,1
2921,60,35,44,94720,2,1.6,3
2922,50,24,95,91401,1,0.3,1
2923,52,26,49,90011,1,1.4,3
2924,51,27,12,91007,2,0.2,1
2925,51,26,98,90024,1,1.3,3
2926,59,35,42,91711,4,0.4,1
2927,53,28,44,92152,2,0.6,3
2928,43,17,124,94117,1,5.2,1
2929,31,6,175,95005,2,6.7,1
2930,32,6,22,94061,4,0.3,1
2931,41,17,78,95929,4,2.67,1
2932,31,4,54,91741,2,1,2
2933,41,16,154,92407,1,7,1
2934,47,22,42,95820,3,2.7,2
2935,37,13,195,91763,2,6.5,1
2936,53,23,80,93023,1,3,3
2937,49,22,81,94301,3,2,2
2938,62,36,89,94022,2,2,1
2939,33,9,61,93943,3,2.6,2
2940,54,24,25,90016,4,0.4,3
2941,27,3,43,90245,3,0.1,2
2942,60,35,122,92606,1,2.6,1
2943,29,5,160,90405,1,4.3,1
2944,56,32,83,91320,4,1.6,2
2945,55,30,79,92182,2,0,3
2946,45,19,30,94305,3,0.5,2
2947,33,9,145,94110,1,4.3,1
2948,45,21,151,90024,2,3.3,1
2949,44,18,14,94720,2,0.1,3
2950,37,11,19,95054,3,0.2,2
2951,42,16,55,95820,1,0.7,3
2952,26,2,132,94720,2,2.4,3
2953,33,8,182,94065,1,8.6,1
2954,61,36,78,91330,3,0.5,1
2955,31,7,42,95822,1,2.4,2
2956,54,29,44,95518,2,2.3,3
2957,62,38,195,91125,4,5.2,3
2958,61,36,53,92717,3,0.5,2
2959,66,41,65,92612,3,2.4,1
2960,38,12,43,94305,4,0.2,1
2961,55,29,38,90035,4,1.5,3
2962,60,36,50,95741,1,1.8,3
2963,23,-2,81,91711,2,1.8,2
2964,29,3,41,94588,1,1.9,3
2965,35,10,73,93943,3,2.3,1
2966,53,27,31,91605,2,0.4,3
2967,32,7,84,91320,3,0.6,2
2968,38,14,95,94109,2,1.9,1
2969,44,18,162,90840,4,1.3,1
2970,43,18,60,95039,2,2.2,3
2971,54,30,121,95039,2,1.1,3
2972,52,25,43,91380,3,1,2
2973,31,7,38,92182,1,1.8,2
2974,47,22,82,92084,1,2.9,1
2975,42,18,52,95008,4,1.9,1
2976,57,33,43,91016,3,1.5,1
2977,33,8,82,95747,1,2.6,2
2978,35,10,161,94109,1,4.1,1
2979,56,30,24,94550,2,0.7,2
2980,57,32,102,90210,1,2.6,1
2981,25,-1,53,94305,3,2.4,2
2982,53,28,85,92037,1,1.2,1
2983,59,33,111,95120,3,4.4,1
2984,56,32,90,95054,2,0.3,1
2985,54,28,94,92709,2,1.1,1
2986,48,23,63,94606,4,3.6,3
2987,55,30,153,94305,2,2.8,2
2988,33,7,39,92037,2,2,3
2989,46,21,205,95762,2,8.8,1
2990,42,18,142,93106,1,3.4,1
2991,49,25,163,94608,2,0.4,1
2992,42,17,113,93014,3,1,1
2993,46,21,64,92104,1,2.9,1
2994,65,40,20,92647,3,0.1,3
2995,50,24,179,94025,1,1,1
2996,54,24,91,91101,2,4.5,3
2997,42,18,103,91367,1,3.33,1
2998,57,33,80,95053,4,1.6,2
2999,61,35,38,93106,2,0.3,1
3000,60,34,44,94143,1,0.2,1
3001,40,14,164,94720,1,4.3,2
3002,33,7,81,92647,3,1.6,1
3003,37,13,95,90095,2,1.7,2
3004,52,28,44,90747,3,1.9,2
3005,33,7,88,94583,3,1.6,1
3006,62,36,148,94111,3,7,2
3007,62,37,169,95014,3,5,2
3008,63,37,11,91711,1,0.8,2
3009,55,25,92,94550,1,3,3
3010,33,9,74,92120,3,2.6,2
3011,25,1,72,94301,3,0.8,1
3012,55,31,63,95616,3,2.67,1
3013,29,3,172,92373,2,4.5,1
3014,45,21,183,90029,2,1.4,1
3015,60,34,40,91311,1,2.5,3
3016,44,18,68,92673,4,2.9,1
3017,48,23,78,91423,4,3.6,3
3018,57,32,68,90041,2,3.7,1
3019,58,32,49,94005,1,1.4,1
3020,58,33,39,94132,2,2.3,3
3021,44,20,151,95193,1,3.5,1
3022,54,28,159,90245,2,0.5,1
3023,59,33,89,94608,4,1.9,2
3024,63,37,105,92694,4,1.7,3
3025,61,35,78,90840,2,2,1
3026,58,32,128,94609,2,2.7,1
3027,44,20,81,90254,4,0.8,1
3028,53,29,50,93305,4,0.1,3
3029,63,39,38,92624,3,0.1,3
3030,41,17,119,94960,2,6.1,1
3031,50,26,110,94509,3,1.8,2
3032,51,25,29,90212,1,1.4,3
3033,47,22,19,94590,1,0.4,3
3034,43,19,130,90630,2,4.7,3
3035,46,21,38,90024,1,2.4,1
3036,50,24,31,95054,1,0.3,3
3037,33,9,14,91320,4,0.7,2
3038,27,2,158,95060,3,0.4,2
3039,34,8,39,92124,4,0.2,1
3040,34,9,141,95616,2,4.9,3
3041,28,2,33,95814,3,1,1
3042,29,5,92,95006,2,0.6,1
3043,52,26,78,94301,3,3,2
3044,47,22,42,91754,3,2.7,2
3045,41,16,15,94124,2,0.3,2
3046,58,32,48,91768,1,2.8,2
3047,37,12,63,95630,3,2.3,1
3048,57,33,149,95060,1,4.7,1
3049,63,39,49,90275,1,0.8,1
3050,60,35,125,94720,2,3.9,1
3051,50,25,58,92131,1,1.3,2
3052,60,35,48,94538,3,1.5,1
3053,54,30,75,94720,2,3.2,3
3054,28,4,114,92521,2,0.2,1
3055,45,21,134,92697,4,5.5,2
3056,28,2,111,94305,4,2.3,3
3057,54,29,62,94301,4,3.8,2
3058,42,18,45,95616,1,0.7,1
3059,30,4,113,90064,2,0.2,1
3060,61,36,128,94550,1,2.6,1
3061,64,38,168,94061,4,5.7,3
3062,38,13,81,90095,1,4,3
3063,39,14,75,92521,1,0.1,2
3064,54,29,21,95841,4,0.1,3
3065,59,33,83,94701,3,4.4,1
3066,39,15,121,92354,1,3.5,1
3067,63,33,40,91320,4,1.67,3
3068,31,5,101,94501,1,2.9,3
3069,56,26,90,92120,2,4.5,3
3070,47,20,68,91320,1,2.67,2
3071,28,3,74,91330,2,1.8,2
3072,32,8,74,93023,4,0.1,2
3073,54,30,51,92821,2,3.2,3
3074,29,5,149,94611,1,1.5,1
3075,39,15,31,95039,1,1.4,3
3076,26,0,85,95616,2,1.6,3
3077,29,-1,62,92672,2,1.75,3
3078,46,21,44,95112,1,0.3,1
3079,38,13,63,92325,3,0.5,3
3080,55,31,23,95616,2,0.3,1
3081,48,22,40,94063,3,2.2,2
3082,36,10,78,95064,2,4.5,3
3083,39,13,40,92122,3,0.9,3
3084,40,16,78,90720,4,2.4,1
3085,26,0,129,90028,3,0.7,2
3086,55,29,71,91311,3,0.3,2
3087,61,35,23,94720,3,0.3,3
3088,57,33,15,94303,2,0.3,1
3089,56,31,28,94720,1,1.3,1
3090,31,5,23,94110,3,1,1
3091,61,31,19,91109,1,1.5,3
3092,58,32,42,95020,3,1.4,3
3093,43,18,113,90036,2,0.4,1
3094,29,5,34,90717,4,0.4,2
3095,50,23,19,90272,1,0.5,2
3096,49,25,43,94109,1,1.6,2
3097,43,18,179,94108,3,1.2,1
3098,58,32,44,92182,3,2.2,3
3099,41,16,21,92024,2,0.1,2
3100,65,40,115,92647,1,2.5,1
3101,52,27,81,90024,4,3.8,2
3102,55,31,91,93555,2,2.8,1
3103,49,25,30,90095,4,0.9,2
3104,52,22,55,92129,3,1.4,3
3105,56,31,48,91775,2,2.1,3
3106,30,4,23,94122,4,0.3,2
3107,36,10,21,92084,3,0.1,2
3108,41,17,55,92374,2,1.7,1
3109,42,15,21,95678,3,1,2
3110,60,34,40,93940,3,2.2,3
3111,44,20,30,95020,4,0.3,1
3112,34,9,78,90095,3,0.6,2
3113,56,32,65,92677,2,3.2,3
3114,31,5,50,91330,4,2.1,3
3115,29,4,55,90024,4,2,2
3116,31,5,111,94305,2,0.2,1
3117,36,10,21,92008,3,0.1,2
3118,42,16,65,92614,3,0.5,3
3119,64,39,114,90095,1,0.8,3
3120,61,36,54,91320,3,0.9,3
3121,35,11,75,94542,2,1.7,2
3122,28,2,13,91791,4,0.4,1
3123,38,14,54,90095,2,0.6,3
3124,44,17,22,94546,3,1,2
3125,45,20,198,95053,2,2.8,1
3126,46,20,18,92521,1,0.2,1
3127,57,32,74,92780,4,0.7,1
3128,40,14,61,94539,4,0.2,3
3129,38,12,64,94115,2,1.8,1
3130,39,14,10,92705,2,0.3,2
3131,23,-2,82,92152,2,1.8,2
3132,47,22,61,94025,3,2.7,2
3133,32,7,83,94302,2,2.5,1
3134,30,5,73,93711,3,2.6,3
3135,54,30,22,95060,2,0.4,1
3136,25,0,91,95039,2,1.8,2
3137,60,34,65,95354,3,2.2,3
3138,61,36,13,91711,3,0.5,1
3139,36,11,103,93555,1,4.6,1
3140,52,26,95,92130,1,0.3,1
3141,33,7,31,94303,4,1,1
3142,57,31,131,90405,3,0.6,1
3143,34,8,175,95051,4,1.1,3
3144,50,24,38,91105,4,0.1,1
3145,43,18,104,91711,3,1,1
3146,34,10,114,94305,3,3.3,3
3147,26,1,38,91910,4,1.7,2
3148,26,0,30,94024,4,1.3,3
3149,48,22,19,95616,2,0.1,3
3150,49,25,25,95192,4,1,1
3151,47,22,124,90027,4,5,3
3152,43,19,20,94110,3,0.5,1
3153,40,15,83,90275,1,1,3
3154,31,5,18,94111,4,0.3,2
3155,27,1,99,94305,1,3,3
3156,55,29,62,92626,3,0.3,2
3157,54,30,24,92647,1,0.1,2
3158,23,-1,13,94720,4,1,1
3159,54,28,64,90095,2,0.8,3
3160,57,33,62,92831,3,2.67,1
3161,41,15,158,94304,1,4.7,2
3162,28,4,88,94024,1,5.4,1
3163,33,7,28,94109,4,0.8,1
3164,51,27,52,94132,2,1,3
3165,28,4,82,95136,4,0,1
3166,63,37,140,91711,2,6.9,1
3167,29,4,80,90028,1,0.8,2
3168,62,38,58,94720,4,1.2,2
3169,51,25,180,94701,1,1.7,1
3170,52,28,55,94608,1,1.6,2
3171,43,16,65,94110,3,2.67,2
3172,39,12,62,91910,3,2.33,2
3173,35,9,23,95670,4,0.3,1
3174,34,10,35,94309,1,1.7,1
3175,49,24,35,94701,4,0.2,2
3176,43,18,74,92009,4,0.4,1
3177,48,24,14,91330,3,0.4,1
3178,30,4,83,91007,2,1.5,3
3179,46,21,71,95814,4,1.9,3
3180,43,17,53,90245,2,0.7,1
3181,27,3,103,92121,2,0.6,1
3182,39,15,109,95827,1,1.7,1
3183,58,33,60,94304,2,1.9,2
3184,44,17,12,94542,3,0.67,2
3185,39,15,141,92354,2,8,1
3186,35,10,128,92843,1,3.8,1
3187,41,16,98,95192,3,1,1
3188,43,18,41,94035,1,0.5,3
3189,55,25,90,90717,2,4.5,3
3190,32,6,31,92675,1,0.3,1
3191,56,26,74,91335,1,3,3
3192,30,5,83,93101,4,1.8,3
3193,65,39,35,94005,1,0.5,3
3194,31,7,140,95616,1,4,1
3195,41,15,65,90019,3,0.5,3
3196,55,29,35,90007,3,1.4,1
3197,37,7,73,94043,4,1.8,3
3198,34,10,29,93555,1,1.5,2
3199,34,9,55,92122,4,2,2
3200,33,9,20,95521,4,0.7,2
3201,48,23,70,92122,1,2.8,2
3202,28,3,81,92121,4,0.2,1
3203,30,4,25,92173,2,0.3,1
3204,44,20,119,92677,2,7.5,1
3205,61,35,49,90095,4,1.7,2
3206,59,33,38,92407,1,1.4,1
3207,33,7,80,91103,2,1.5,3
3208,56,32,84,93407,1,4.3,1
3209,53,29,61,95032,4,1.6,2
3210,42,16,173,91355,2,1.5,2
3211,43,19,60,94301,2,2.5,1
3212,35,9,83,90277,2,4.5,3
3213,61,35,59,92697,1,2.8,2
3214,39,9,32,90212,3,2,3
3215,61,37,33,91775,3,0.1,3
3216,40,15,19,90630,4,0.2,3
3217,34,8,14,95014,4,0.3,1
3218,65,39,94,93022,4,4.1,1
3219,40,16,154,94122,2,6.1,1
3220,39,15,33,92346,1,2,2
3221,61,35,28,93302,2,0.2,3
3222,40,16,44,93407,1,1.8,1
3223,49,23,81,93107,2,0.8,3
3224,43,18,29,95126,1,0.5,3
3225,45,21,58,94025,3,0.3,3
3226,52,28,38,95064,4,0.9,2
3227,32,8,82,93943,3,1.5,1
3228,31,7,18,94720,1,0.4,3
3229,27,2,45,94305,2,1.7,2
3230,33,9,64,92507,4,3.4,1
3231,65,40,48,94708,3,2.4,1
3232,62,37,24,90717,1,0.3,3
3233,55,25,65,92093,4,2,3
3234,46,20,111,95037,1,0,1
3235,37,12,114,91107,3,0.6,2
3236,60,35,39,91711,2,1.6,3
3237,44,14,19,94112,1,0.75,3
3238,35,9,22,94085,3,0.1,2
3239,52,28,49,94928,4,1.1,2
3240,30,4,40,90095,1,0.3,1
3241,62,36,63,93407,1,1.6,1
3242,41,15,55,94305,1,2.8,1
3243,38,14,33,92096,1,2,2
3244,52,26,31,92054,4,1.5,3
3245,48,24,24,92624,4,0.2,1
3246,47,22,81,90009,4,3.6,3
3247,41,17,81,95422,1,0.8,2
3248,44,20,113,95032,2,3.3,1
3249,31,6,92,92037,2,3.3,1
3250,50,25,81,92806,1,1.2,1
3251,36,11,101,90212,3,1.2,3
3252,52,26,78,90720,3,3,2
3253,62,38,78,92521,2,0,3
3254,55,30,35,94025,1,1.5,2
3255,61,37,9,93907,2,0.3,3
3256,34,7,82,95741,4,2,2
3257,34,9,41,94305,1,2.5,3
3258,59,35,84,92407,1,1.8,3
3259,41,17,42,91910,4,2.2,2
3260,33,8,54,92251,3,2.3,1
3261,55,30,84,95821,2,0,3
3262,64,40,131,91103,1,3.8,1
3263,44,19,85,90024,2,3.8,3
3264,32,8,84,92093,4,3.4,1
3265,67,41,114,95616,4,2.4,3
3266,40,14,61,94612,3,0.5,3
3267,57,31,39,92821,1,2.2,3
3268,59,35,21,95818,2,1,1
3269,43,17,111,91423,4,5.4,3
3270,58,34,68,94305,2,2.8,1
3271,50,23,179,94609,4,3.6,2
3272,52,27,93,90291,4,4.1,2
3273,35,9,85,92121,2,1.8,1
3274,40,15,180,90095,1,4.1,1
3275,31,5,110,92123,2,1.5,3
3276,32,8,65,95134,1,1.2,1
3277,55,31,159,92123,1,3.9,3
3278,43,19,81,92121,2,3.2,1
3279,31,6,132,94571,1,3.8,1
3280,26,-1,44,94901,1,2,2
3281,58,33,98,90277,1,2.6,1
3282,51,25,62,95014,2,1.5,2
3283,45,21,91,95054,1,4.7,1
3284,56,30,29,92152,4,0.7,2
3285,25,-1,101,95819,4,2.1,3
3286,38,13,65,91706,3,0.7,2
3287,62,36,58,95020,1,2.8,2
3288,39,13,32,90747,2,0.8,3
3289,56,30,140,94122,4,0.5,1
3290,50,25,44,94303,1,0.3,1
3291,52,27,113,92038,1,0.1,3
3292,53,28,38,94998,1,1.3,2
3293,25,-1,13,95616,4,0.4,1
3294,44,20,62,94939,2,2.5,1
3295,42,12,29,93611,3,2,3
3296,42,16,141,94960,3,4,2
3297,63,37,132,94080,1,4.4,2
3298,57,32,23,93407,1,0.3,3
3299,56,32,11,94110,2,0.3,1
3300,60,34,90,92192,4,1.9,2
3301,62,38,43,92354,1,1.9,2
3302,48,22,59,90086,4,2.6,1
3303,37,11,28,94501,2,0.8,3
3304,55,29,28,94539,2,0.7,2
3305,42,17,108,95120,3,1,1
3306,39,13,78,95616,1,2.8,3
3307,47,22,65,90840,1,2.4,1
3308,34,10,25,92038,4,1,1
3309,48,23,108,92120,2,3.8,3
3310,52,27,43,94611,4,0.2,2
3311,53,29,95,94720,4,1,2
3312,49,25,24,95819,1,0.3,1
3313,47,22,190,94550,2,8.8,1
3314,48,24,24,91950,1,0.9,3
3315,38,13,41,90073,4,1.7,1
3316,48,22,80,94720,3,1.1,1
3317,56,26,63,94501,3,2,3
3318,65,41,79,90035,3,2,3
3319,46,20,105,90089,4,3.2,1
3320,60,35,153,95136,3,2,3
3321,50,25,114,92104,1,0.6,1
3322,41,15,120,94521,1,5.2,1
3323,41,16,104,92008,1,4,3
3324,60,35,20,92110,1,1.3,1
3325,57,31,41,91401,1,1.4,1
3326,48,23,35,93302,2,1.3,1
3327,53,27,174,91006,1,2.9,2
3328,42,18,164,93407,1,1.3,3
3329,45,20,22,90230,1,0.1,1
3330,35,10,132,94123,1,3.8,1
3331,34,9,32,95054,4,1.1,3
3332,67,42,21,94607,3,0.1,3
3333,36,9,49,94402,2,1.67,2
3334,37,13,79,91711,4,0.1,2
3335,40,14,30,94720,2,0.8,3
3336,35,10,118,92069,2,7.8,1
3337,60,34,11,94305,4,0.7,3
3338,59,29,61,92008,3,2,3
3339,35,9,43,92037,4,1.2,2
3340,27,1,141,95135,4,5.1,3
3341,29,3,54,94104,4,1.8,3
3342,35,9,33,91125,2,0.3,1
3343,38,13,84,91330,3,1.2,3
3344,62,37,125,94801,1,1,3
3345,43,19,110,90639,1,3.4,1
3346,35,11,14,94720,4,1,1
3347,41,15,65,92037,2,2.8,1
3348,65,41,78,92109,3,2,3
3349,61,35,18,94303,3,0.3,3
3350,55,25,95,92407,2,4.5,3
3351,28,3,95,90245,2,1.8,2
3352,52,26,191,92121,1,1.7,1
3353,34,4,19,92521,1,0.67,3
3354,49,23,19,94521,4,0.6,3
3355,42,18,39,92703,1,0.3,3
3356,49,23,93,90036,1,2.4,1
3357,49,23,115,95051,3,4.6,3
3358,32,6,112,94111,1,2.7,2
3359,59,35,40,94536,4,0.4,1
3360,43,19,45,91773,3,0.6,2
3361,48,24,133,90740,1,5,1
3362,31,5,85,94117,3,1.6,1
3363,30,4,18,90277,2,0.3,2
3364,58,34,54,93003,4,1.3,2
3365,41,15,41,94143,2,2.4,2
3366,38,8,21,95060,1,0.67,3
3367,33,9,152,90024,1,6,1
3368,51,27,53,92122,1,1.6,2
3369,45,18,163,94720,3,5.33,2
3370,34,10,84,95616,4,0.1,2
3371,39,13,59,90033,3,0.9,3
3372,44,18,33,95351,3,0.5,2
3373,55,29,81,94928,4,4.9,1
3374,28,2,182,92660,3,7.2,2
3375,57,31,61,91360,1,2.2,3
3376,43,18,88,90089,4,1.1,2
3377,46,21,170,95136,2,2.8,1
3378,35,10,83,95370,4,0.7,3
3379,25,0,44,94536,4,0.6,2
3380,65,41,83,94305,3,2,3
3381,64,38,21,95422,1,0.8,2
3382,39,15,143,91711,1,3.5,1
3383,62,36,103,92182,2,2.8,1
3384,46,22,135,95135,3,4.1,1
3385,36,11,162,94583,1,8.6,1
3386,42,17,73,90089,4,0.4,1
3387,35,10,142,94061,4,0.8,3
3388,63,37,25,94035,2,0.2,3
3389,45,21,115,91320,2,3.3,1
3390,27,3,88,92182,3,0.8,1
3391,29,3,73,94720,3,0.3,3
3392,55,29,94,94109,1,0.8,3
3393,32,7,58,92612,1,1,1
3394,37,11,81,95123,3,0.9,2
3395,25,-1,113,90089,4,2.1,3
3396,41,16,35,94061,2,1.4,2
3397,52,28,65,93106,1,0,1
3398,31,6,170,94010,2,6.7,1
3399,40,14,62,92028,2,2.4,2
3400,54,29,54,94720,2,2.1,3
3401,48,22,39,94065,1,1.2,2
3402,39,15,28,95818,1,1.4,3
3403,64,40,95,90095,2,0,3
3404,54,29,82,94709,3,3.7,2
3405,39,14,21,94303,1,0.6,3
3406,55,30,50,94061,2,2.1,3
3407,42,12,34,92177,3,2,3
3408,58,32,19,90405,4,0.7,3
3409,45,21,71,90029,4,1.9,1
3410,29,5,113,95351,2,2,2
3411,36,11,9,90230,4,0.2,3
3412,63,37,118,94010,1,2,1
3413,55,29,79,90029,4,4.9,1
3414,54,24,72,95123,3,1.4,3
3415,61,36,18,95010,1,1.3,1
3416,36,12,93,90720,2,2.2,1
3417,61,37,62,94111,1,0,2
3418,39,12,23,90024,3,1,2
3419,57,31,40,91775,3,1.4,3
3420,35,10,34,95503,4,1.7,1
3421,66,41,114,94305,1,0.8,3
3422,49,23,125,90245,1,2.4,1
3423,48,23,41,92677,1,1.4,3
3424,61,35,38,93009,2,1,3
3425,44,19,45,94539,4,0,2
3426,23,-1,12,91605,4,1,1
3427,31,5,115,90025,2,1.5,3
3428,39,15,175,94080,2,8,1
3429,45,21,24,93106,1,0.9,3
3430,39,14,28,91320,2,1.4,2
3431,64,38,32,90291,2,0.3,1
3432,64,38,63,94305,2,1.7,3
3433,47,23,32,95370,1,1,1
3434,34,9,60,94306,4,1.3,1
3435,56,31,53,95521,2,1.6,3
3436,33,8,58,92037,4,1.3,1
3437,56,29,42,92104,4,2.5,2
3438,57,31,39,94304,4,0.7,2
3439,43,17,72,94806,1,2.8,1
3440,43,17,80,95020,3,0.1,1
3441,26,1,39,95133,4,0.6,2
3442,64,40,18,94309,2,0.3,3
3443,43,18,30,93940,1,0.5,3
3444,44,18,54,90639,1,2.8,1
3445,60,35,128,93101,1,0.9,1
3446,37,13,38,94701,1,1.5,2
3447,56,32,120,90232,1,7.4,1
3448,54,29,25,90747,4,0.1,3
3449,43,18,85,92606,4,1.9,3
3450,57,32,135,90095,3,4.8,2
3451,29,4,14,94590,4,0.5,3
3452,54,30,70,92182,1,1.6,3
3453,61,37,23,94720,3,0.4,2
3454,29,3,31,94709,4,0.3,2
3455,47,21,132,92120,1,0.3,1
3456,43,19,28,93010,3,0.5,1
3457,46,22,125,94536,2,4.7,3
3458,55,31,91,94110,2,2.8,1
3459,48,23,191,95053,2,2.8,1
3460,26,1,88,94025,2,1.8,2
3461,63,37,84,92691,4,2.4,3
3462,57,27,64,92007,3,2,3
3463,58,33,28,94608,2,0.5,2
3464,28,3,149,92121,1,0.8,1
3465,61,37,172,92612,4,4.25,1
3466,65,41,42,95616,1,1.9,2
3467,33,6,53,94122,2,1,2
3468,63,37,149,90840,2,0.2,3
3469,43,19,113,93933,2,1.8,2
3470,26,2,79,95630,2,2.5,1
3471,57,31,175,90503,2,0.5,1
3472,50,25,38,95503,1,1.4,3
3473,54,27,120,92672,4,3,2
3474,59,34,52,92173,4,0.7,1
3475,49,24,42,92121,2,0.7,2
3476,54,30,13,92037,1,0.3,1
3477,65,39,141,90280,2,6.9,1
3478,34,10,131,94024,2,4.33,1
3479,31,6,133,95747,1,1.5,3
3480,31,6,64,94720,2,2.5,1
3481,64,39,49,94591,2,1.5,1
3482,52,26,34,93023,1,0.3,3
3483,57,33,91,95133,1,4.3,1
3484,60,36,195,90066,1,4.7,1
3485,45,18,53,92104,3,2.5,2
3486,39,13,39,92103,2,0.8,3
3487,25,1,20,92806,4,1,1
3488,29,4,104,91711,4,1.8,3
3489,40,15,51,94117,2,1.1,2
3490,36,12,154,91320,3,6.4,1
3491,33,9,38,95814,1,1.33,1
3492,51,27,12,92697,2,0.4,1
3493,35,9,28,94546,1,0.6,3
3494,54,28,33,94710,2,0.4,3
3495,29,2,31,91330,4,1.5,2
3496,32,8,44,91401,1,1.8,2
3497,37,13,49,91711,4,2,3
3498,55,31,134,92130,2,0.3,1
3499,30,6,182,93561,4,0.8,3
3500,49,23,114,94550,1,0.3,1
3501,51,26,90,94110,1,2.8,2
3502,65,39,105,91380,4,1.7,3
3503,32,8,58,95616,3,2,1
3504,29,3,53,95814,4,2.1,3
3505,46,20,15,95370,4,0.6,3
3506,64,39,103,90304,1,0.8,3
3507,27,1,58,95827,4,1.8,2
3508,50,23,83,91791,1,2.67,2
3509,33,9,125,92182,1,4.3,3
3510,38,12,61,91330,3,0.9,3
3511,38,11,69,92124,3,2.33,2
3512,37,11,89,94609,1,1.5,3
3513,46,20,70,90405,4,2.9,1
3514,31,4,39,94501,2,1,2
3515,35,9,41,90024,4,1.2,2
3516,50,26,148,94143,2,0.4,1
3517,45,21,38,93943,3,0.6,2
3518,30,6,95,94234,1,3.9,3
3519,60,36,129,95039,2,6,1
3520,31,5,84,94720,4,1.8,2
3521,60,35,29,92126,3,1.3,2
3522,36,10,30,91711,2,0.8,3
3523,64,40,90,94028,2,0,3
3524,29,4,150,91302,1,0.8,1
3525,58,33,15,94583,4,0.9,2
3526,59,34,13,96651,4,0.9,2
3527,58,33,9,95008,2,0.2,3
3528,35,10,24,95054,4,1.1,3
3529,43,17,41,90210,3,2.2,2
3530,33,7,25,94132,4,1,1
3531,54,28,49,90073,4,2.8,2
3532,38,12,58,94542,3,0.9,3
3533,38,12,141,94022,2,0,1
3534,57,32,50,94545,4,2.1,1
3535,34,10,61,95006,3,2,1
3536,52,27,65,92104,1,1.2,1
3537,50,24,112,94005,1,0.3,1
3538,60,34,19,92093,3,0.3,3
3539,26,0,23,93561,1,0.1,2
3540,56,30,60,91380,1,2.2,3
3541,39,15,30,94305,4,0.3,1
3542,45,20,144,92106,4,5.4,1
3543,30,5,118,92182,4,3,3
3544,37,11,194,94303,2,0,1
3545,45,19,109,92037,3,1.1,1
3546,48,22,174,95827,1,2.4,1
3547,65,40,34,94720,1,1.1,3
3548,46,20,84,92354,3,0.7,2
3549,40,16,41,91107,1,2,2
3550,33,7,92,90840,3,1.6,1
3551,40,10,19,94609,1,0.75,3
3552,60,35,55,92807,3,0.5,2
3553,51,27,22,93106,4,0.5,2
3554,41,16,155,95070,1,7,1
3555,37,13,72,92407,4,2,3
3556,35,9,81,91107,1,2.7,2
3557,35,11,30,94303,1,1.7,1
3558,46,20,54,90755,4,2.9,1
3559,60,34,60,94065,3,2.5,1
3560,51,25,68,94065,1,1.5,2
3561,31,5,65,94591,4,2.2,2
3562,30,6,31,94720,3,1,2
3563,32,8,169,94596,1,6.5,3
3564,53,27,139,94998,1,0.9,3
3565,33,7,29,94720,1,0.6,3
3566,40,15,43,92120,2,1.1,2
3567,57,33,80,92064,2,2.8,1
3568,51,26,43,91040,1,1.3,2
3569,30,4,194,93407,2,4.5,1
3570,41,15,24,92130,2,0.8,3
3571,54,29,32,91107,2,0.6,3
3572,42,18,153,93955,3,5.6,1
3573,30,6,30,90245,1,0.4,3
3574,60,36,165,90095,3,5.6,1
3575,56,30,64,95123,3,0.3,2
3576,63,38,15,94305,4,0.6,2
3577,56,30,70,90245,3,0.3,2
3578,39,9,32,91016,3,2,3
3579,29,5,128,91302,2,4.1,2
3580,28,2,84,94305,1,2.9,3
3581,41,16,62,94553,2,2.2,3
